year,month,crop_type,soil_type,region,season,rainfall_mm,farmer_land_size_acres,pest_pressure,soil_fertility,crop_stage,previous_input_usage
2018,6,Tomato,Alluvial,Uttar Pradesh,Zaid,1843.99,3.2,Low,Medium,Sowing,Hybrid Tomato Seed
2025,10,Tomato,Alluvial,Andhra Pradesh,Zaid,612.42,17.76,Medium,Low,Sowing,Hybrid Tomato Seed
2019,1,Tomato,Black,Jharkhand,Zaid,125.97,1.63,High,Medium,Sowing,Hybrid Tomato Seed
2016,1,Tomato,Sandy,West Bengal,Zaid,187.08,19.19,Medium,Low,Sowing,Hybrid Tomato Seed
2019,11,Tomato,Black,Gujarat,Zaid,245.86,19.41,Medium,Low,Sowing,Hybrid Tomato Seed
2020,5,Tomato,Laterite,Haryana,Zaid,719.79,13.63,Medium,High,Sowing,Hybrid Tomato Seed
2023,5,Tomato,Black,Punjab,Zaid,379.84,14.35,Low,Low,Sowing,Hybrid Tomato Seed
2017,5,Tomato,Sandy,Haryana,Zaid,245.59,16.1,High,High,Sowing,Hybrid Tomato Seed
2025,12,Tomato,Black,Kerala,Zaid,237.22,12.98,Low,Medium,Sowing,Hybrid Tomato Seed
2017,5,Tomato,Alluvial,Bihar,Zaid,745.89,1.1,Medium,Low,Sowing,Hybrid Tomato Seed
2016,5,Tomato,Red,Haryana,Zaid,615.27,8.95,Medium,High,Sowing,Hybrid Tomato Seed
2019,4,Tomato,Sandy,Madhya Pradesh,Zaid,724.02,14.5,Low,High,Sowing,Hybrid Tomato Seed
2017,10,Tomato,Red,Rajasthan,Zaid,1491.3,1.99,High,High,Sowing,Hybrid Tomato Seed
2025,9,Tomato,Sandy,Punjab,Zaid,1288.45,16.94,Medium,Medium,Sowing,Hybrid Tomato Seed
2021,5,Tomato,Alluvial,Odisha,Zaid,249.89,17.49,High,Low,Sowing,Hybrid Tomato Seed
2018,4,Tomato,Red,Andhra Pradesh,Zaid,669.21,18.68,High,Low,Sowing,Hybrid Tomato Seed
2021,8,Tomato,Sandy,Tamil Nadu,Zaid,1153.41,13.78,Low,Low,Sowing,Hybrid Tomato Seed
2019,9,Tomato,Sandy,Karnataka,Zaid,1849.35,2.11,Medium,Medium,Sowing,Hybrid Tomato Seed
2018,2,Tomato,Alluvial,Andhra Pradesh,Zaid,417.98,5.59,High,Low,Sowing,Hybrid Tomato Seed
2025,12,Tomato,Laterite,Madhya Pradesh,Zaid,472.76,1.82,Medium,High,Sowing,Hybrid Tomato Seed
2020,6,Tomato,Black,Bihar,Zaid,1326.83,1.24,Low,Medium,Sowing,Hybrid Tomato Seed
2018,11,Tomato,Sandy,Maharashtra,Zaid,402.65,1.3,High,Medium,Sowing,Hybrid Tomato Seed
2023,12,Tomato,Sandy,Odisha,Zaid,405.58,14.22,Medium,Medium,Sowing,Hybrid Tomato Seed
2016,12,Tomato,Alluvial,Andhra Pradesh,Zaid,484.35,10.32,Low,Low,Sowing,Hybrid Tomato Seed
2024,8,Tomato,Red,Karnataka,Zaid,817.49,12.28,Medium,Low,Sowing,Hybrid Tomato Seed
2023,5,Tomato,Black,Haryana,Zaid,446.15,9.19,High,Low,Sowing,Hybrid Tomato Seed
2022,9,Tomato,Laterite,Uttar Pradesh,Zaid,1541.92,11.46,High,Medium,Sowing,Hybrid Tomato Seed
2019,1,Tomato,Red,Madhya Pradesh,Zaid,459.05,10.48,Low,Low,Sowing,Hybrid Tomato Seed
2017,11,Tomato,Sandy,Uttar Pradesh,Zaid,244.8,1.92,Low,High,Sowing,Hybrid Tomato Seed
2024,12,Tomato,Black,Gujarat,Zaid,450.77,4.32,Medium,Medium,Sowing,Hybrid Tomato Seed
2019,1,Tomato,Laterite,Andhra Pradesh,Zaid,169.65,8.79,Low,Low,Sowing,Hybrid Tomato Seed
2018,8,Tomato,Sandy,Bihar,Zaid,1316.8,16.64,High,High,Sowing,Hybrid Tomato Seed
2021,10,Tomato,Red,Chhattisgarh,Zaid,1049.37,8.77,Low,Medium,Sowing,Hybrid Tomato Seed
2024,4,Tomato,Red,Assam,Zaid,411.09,17.34,Medium,Medium,Sowing,Hybrid Tomato Seed
2020,1,Tomato,Red,Chhattisgarh,Zaid,124.01,9.67,Medium,Low,Sowing,Hybrid Tomato Seed
2020,1,Tomato,Sandy,West Bengal,Zaid,383.09,1.95,Medium,Low,Sowing,Hybrid Tomato Seed
2019,11,Tomato,Alluvial,Assam,Zaid,149.22,7.93,Medium,High,Sowing,Hybrid Tomato Seed
2021,2,Tomato,Red,Rajasthan,Zaid,333.9,10.27,Medium,High,Sowing,Hybrid Tomato Seed
2019,5,Tomato,Red,Telangana,Zaid,234.59,13.36,Low,Medium,Sowing,Hybrid Tomato Seed
2019,4,Tomato,Alluvial,Kerala,Zaid,489.79,11.26,High,High,Sowing,Hybrid Tomato Seed
2019,4,Tomato,Alluvial,Maharashtra,Zaid,373.06,16.49,Low,Medium,Sowing,Hybrid Tomato Seed
2024,12,Tomato,Sandy,Jharkhand,Zaid,420.66,1.07,Medium,Low,Sowing,Hybrid Tomato Seed
2019,6,Tomato,Alluvial,Odisha,Zaid,1379.74,8.41,Low,Low,Sowing,Hybrid Tomato Seed
2016,6,Tomato,Laterite,Jharkhand,Zaid,1711.72,1.76,High,Low,Sowing,Hybrid Tomato Seed
2023,3,Tomato,Laterite,Telangana,Zaid,206.75,2.26,High,Medium,Sowing,Hybrid Tomato Seed
2025,6,Tomato,Red,Haryana,Zaid,1951.22,0.84,High,Medium,Sowing,Hybrid Tomato Seed
2016,4,Tomato,Alluvial,Gujarat,Zaid,530.98,11.34,Medium,Medium,Sowing,Hybrid Tomato Seed
2018,1,Tomato,Alluvial,Bihar,Zaid,385.71,1.37,Low,Low,Sowing,Hybrid Tomato Seed
2016,1,Tomato,Red,Telangana,Zaid,100.16,11.0,Medium,Medium,Sowing,Hybrid Tomato Seed
2019,1,Tomato,Black,Rajasthan,Zaid,427.97,12.66,Medium,High,Sowing,Hybrid Tomato Seed
2016,6,Tomato,Sandy,Tamil Nadu,Zaid,1433.22,13.64,Low,Low,Sowing,Hybrid Tomato Seed
2025,3,Tomato,Red,Jharkhand,Zaid,249.54,14.68,Medium,Medium,Sowing,Hybrid Tomato Seed
2019,4,Tomato,Sandy,Bihar,Zaid,604.22,18.1,High,Low,Sowing,Hybrid Tomato Seed
2022,1,Tomato,Laterite,Rajasthan,Zaid,440.43,1.23,Low,Low,Sowing,Hybrid Tomato Seed
2019,7,Tomato,Black,Haryana,Zaid,1431.34,3.14,Medium,Medium,Sowing,Hybrid Tomato Seed
2024,2,Tomato,Red,Rajasthan,Zaid,171.97,1.54,Medium,Low,Sowing,Hybrid Tomato Seed
2020,3,Tomato,Sandy,Gujarat,Zaid,131.0,2.6,High,Medium,Sowing,Hybrid Tomato Seed
2017,8,Tomato,Black,Telangana,Zaid,1183.36,11.51,High,Low,Sowing,Hybrid Tomato Seed
2018,12,Tomato,Alluvial,Maharashtra,Zaid,118.51,2.59,Medium,Low,Sowing,Hybrid Tomato Seed
2022,4,Tomato,Alluvial,Maharashtra,Zaid,583.05,6.48,Low,Medium,Sowing,Hybrid Tomato Seed
2017,5,Tomato,Red,Madhya Pradesh,Zaid,495.83,17.37,Medium,High,Sowing,Hybrid Tomato Seed
2021,5,Tomato,Red,Odisha,Zaid,385.1,15.84,Low,High,Sowing,Hybrid Tomato Seed
2023,12,Tomato,Sandy,Kerala,Zaid,310.74,9.96,High,High,Sowing,Hybrid Tomato Seed
2023,8,Cotton,Sandy,Rajasthan,Kharif,712.21,19.92,Medium,Medium,Sowing,Cypermethrin
2018,3,Cotton,Black,Odisha,Rabi,492.16,5.87,Medium,High,Growth,Cypermethrin
2017,5,Cotton,Laterite,West Bengal,Zaid,259.1,5.58,Medium,High,Sowing,Cypermethrin
2021,4,Cotton,Red,Uttar Pradesh,Zaid,581.73,11.4,Medium,Low,Sowing,Cypermethrin
2018,4,Cotton,Alluvial,Bihar,Zaid,358.12,10.27,High,Medium,Growth,Cypermethrin
2023,8,Cotton,Alluvial,Maharashtra,Kharif,1145.43,1.41,Medium,High,Sowing,Cypermethrin
2021,5,Cotton,Laterite,Karnataka,Zaid,313.14,11.02,Medium,Low,Growth,Cypermethrin
2017,10,Cotton,Alluvial,Gujarat,Kharif,1058.3,18.89,Medium,Medium,Sowing,Cypermethrin
2017,8,Cotton,Sandy,Odisha,Kharif,1948.47,13.53,Medium,Low,Harvest,Cypermethrin
2024,9,Cotton,Sandy,Andhra Pradesh,Kharif,1262.54,15.15,Medium,Low,Sowing,Cypermethrin
2018,6,Cotton,Laterite,Punjab,Kharif,1474.79,17.28,Medium,Low,Harvest,Cypermethrin
2018,6,Cotton,Laterite,Rajasthan,Kharif,929.45,17.28,Medium,Low,Harvest,Cypermethrin
2018,2,Cotton,Black,Chhattisgarh,Rabi,151.65,2.08,Medium,Low,Harvest,Cypermethrin
2024,11,Cotton,Red,Andhra Pradesh,Rabi,233.35,10.94,Medium,Medium,Sowing,Cypermethrin
2018,6,Cotton,Sandy,Punjab,Kharif,1448.01,15.31,Medium,Low,Growth,Cypermethrin
2023,8,Cotton,Laterite,Punjab,Kharif,1432.74,11.56,Medium,Low,Harvest,Cypermethrin
2018,11,Cotton,Laterite,Haryana,Rabi,219.01,2.37,Medium,High,Harvest,Cypermethrin
2022,10,Cotton,Alluvial,Jharkhand,Kharif,1036.22,8.63,Medium,Medium,Growth,Cypermethrin
2016,9,Cotton,Laterite,Assam,Kharif,1726.47,2.05,Medium,Low,Growth,Cypermethrin
2022,1,Cotton,Sandy,Andhra Pradesh,Rabi,464.65,1.47,Medium,Low,Harvest,Cypermethrin
2018,4,Cotton,Laterite,Kerala,Zaid,714.0,3.16,Medium,Medium,Growth,Cypermethrin
2025,3,Cotton,Alluvial,West Bengal,Rabi,184.27,2.27,Medium,High,Sowing,Cypermethrin
2022,8,Cotton,Red,West Bengal,Kharif,720.97,16.71,Medium,High,Sowing,Cypermethrin
2020,3,Cotton,Alluvial,Maharashtra,Rabi,338.0,4.36,Medium,Low,Harvest,Cypermethrin
2025,2,Cotton,Sandy,Tamil Nadu,Rabi,307.16,1.24,Medium,Medium,Harvest,Cypermethrin
2021,1,Cotton,Black,Assam,Rabi,496.43,13.99,Medium,Medium,Growth,Cypermethrin
2018,6,Cotton,Black,Andhra Pradesh,Kharif,1186.59,14.18,Medium,Low,Harvest,Cypermethrin
2016,1,Cotton,Red,Madhya Pradesh,Rabi,130.82,9.38,Medium,Medium,Sowing,Cypermethrin
2024,3,Cotton,Alluvial,Bihar,Rabi,157.98,12.0,Medium,Low,Harvest,Cypermethrin
2016,7,Cotton,Laterite,Madhya Pradesh,Kharif,608.53,5.89,Medium,High,Growth,Cypermethrin
2025,4,Cotton,Red,Jharkhand,Zaid,384.69,18.74,Medium,Medium,Growth,Cypermethrin
2023,8,Cotton,Black,Uttar Pradesh,Kharif,1805.3,1.39,Medium,Low,Growth,Cypermethrin
2025,2,Cotton,Red,Tamil Nadu,Rabi,267.65,7.14,Medium,Medium,Sowing,Cypermethrin
2022,7,Cotton,Red,West Bengal,Kharif,1169.14,12.66,Medium,Medium,Growth,Cypermethrin
2025,7,Cotton,Alluvial,Telangana,Kharif,1955.56,13.79,Medium,Medium,Harvest,Cypermethrin
2021,10,Cotton,Laterite,Odisha,Kharif,992.2,18.99,Medium,Low,Harvest,Cypermethrin
2016,3,Cotton,Sandy,Rajasthan,Rabi,214.08,17.58,Medium,Medium,Growth,Cypermethrin
2025,11,Cotton,Black,Punjab,Rabi,271.65,6.51,Medium,Low,Sowing,Cypermethrin
2016,10,Cotton,Sandy,Tamil Nadu,Kharif,1461.85,15.88,Medium,Low,Growth,Cypermethrin
2021,3,Cotton,Black,Jharkhand,Rabi,299.56,8.43,Medium,Low,Growth,Cypermethrin
2017,4,Cotton,Sandy,Kerala,Zaid,318.52,9.72,Medium,High,Growth,Cypermethrin
2016,6,Cotton,Alluvial,Haryana,Kharif,1006.75,2.64,Medium,Low,Harvest,Cypermethrin
2017,6,Cotton,Alluvial,Telangana,Kharif,1459.05,10.36,Medium,Low,Growth,Cypermethrin
2021,10,Cotton,Alluvial,Gujarat,Kharif,1779.62,6.97,Medium,High,Sowing,Cypermethrin
2020,12,Cotton,Alluvial,Odisha,Rabi,279.84,3.89,Medium,Medium,Sowing,Cypermethrin
2018,3,Cotton,Red,Andhra Pradesh,Rabi,340.73,19.95,Medium,Medium,Growth,Cypermethrin
2021,6,Cotton,Red,Chhattisgarh,Kharif,983.01,19.37,Medium,Low,Growth,Cypermethrin
2019,3,Cotton,Red,West Bengal,Rabi,121.56,6.94,Medium,Low,Harvest,Cypermethrin
2023,8,Cotton,Alluvial,Madhya Pradesh,Kharif,848.9,1.09,Medium,Medium,Sowing,Cypermethrin
2022,4,Cotton,Laterite,Bihar,Zaid,726.53,13.16,Medium,Medium,Sowing,Cypermethrin
2018,6,Cotton,Sandy,Jharkhand,Kharif,1717.75,7.77,Medium,Low,Harvest,Cypermethrin
2024,10,Cotton,Sandy,Assam,Kharif,1756.17,17.76,Medium,Medium,Growth,Cypermethrin
2017,3,Cotton,Laterite,Haryana,Rabi,479.82,14.58,High,High,Harvest,Cypermethrin
2024,1,Cotton,Alluvial,Punjab,Rabi,263.33,15.39,Medium,High,Sowing,Cypermethrin
2021,2,Cotton,Sandy,West Bengal,Rabi,320.88,14.99,Medium,Low,Sowing,Cypermethrin
2025,3,Cotton,Alluvial,Karnataka,Rabi,154.23,6.36,Medium,Low,Growth,Cypermethrin
2023,4,Cotton,Black,Assam,Zaid,370.92,1.53,Low,Medium,Harvest,Cypermethrin
2024,1,Cotton,Laterite,Telangana,Rabi,437.03,9.4,Medium,High,Harvest,Cypermethrin
2024,4,Cotton,Alluvial,Andhra Pradesh,Zaid,685.61,14.3,Medium,High,Growth,Cypermethrin
2019,5,Cotton,Black,Bihar,Zaid,400.94,0.99,Medium,High,Sowing,Cypermethrin
2021,6,Cotton,Sandy,Rajasthan,Kharif,1640.07,18.26,Medium,Medium,Sowing,Cypermethrin
2018,3,Cotton,Laterite,Karnataka,Rabi,323.36,4.67,Medium,High,Harvest,Cypermethrin
2021,4,Cotton,Laterite,Uttar Pradesh,Zaid,298.05,10.23,Medium,High,Harvest,Cypermethrin
2020,4,Cotton,Red,Punjab,Zaid,501.26,0.78,Medium,Medium,Harvest,Cypermethrin
2018,1,Cotton,Laterite,Jharkhand,Rabi,84.8,15.81,Medium,Low,Harvest,Cypermethrin
2017,5,Cotton,Red,Bihar,Zaid,475.24,6.37,Medium,High,Sowing,Cypermethrin
2018,8,Cotton,Laterite,Chhattisgarh,Kharif,1233.64,3.14,Medium,High,Harvest,Cypermethrin
2019,6,Cotton,Sandy,Andhra Pradesh,Kharif,1311.18,4.42,Medium,Low,Harvest,Cypermethrin
2024,5,Cotton,Sandy,Chhattisgarh,Zaid,213.12,5.17,High,Low,Sowing,Cypermethrin
2019,8,Cotton,Sandy,Punjab,Kharif,1072.93,2.13,Medium,Medium,Growth,Cypermethrin
2017,2,Cotton,Sandy,Uttar Pradesh,Rabi,165.39,2.07,Medium,Low,Sowing,Cypermethrin
2020,11,Cotton,Sandy,Assam,Rabi,258.94,1.09,Medium,Medium,Sowing,Cypermethrin
2018,2,Cotton,Alluvial,Chhattisgarh,Rabi,312.43,15.63,Medium,Medium,Growth,Cypermethrin
2016,10,Cotton,Sandy,West Bengal,Kharif,1204.49,11.82,Medium,Low,Growth,Cypermethrin
2021,4,Cotton,Alluvial,Assam,Zaid,355.87,17.72,Medium,High,Harvest,Cypermethrin
2016,6,Cotton,Red,Kerala,Kharif,932.72,5.41,Medium,Medium,Harvest,Cypermethrin
2025,11,Cotton,Sandy,Haryana,Rabi,374.58,9.39,Medium,Low,Growth,Cypermethrin
2018,5,Cotton,Laterite,Haryana,Zaid,465.85,3.15,Medium,Low,Growth,Cypermethrin
2018,7,Cotton,Red,Bihar,Kharif,924.58,9.06,Medium,High,Growth,Cypermethrin
2020,10,Cotton,Alluvial,Assam,Kharif,1686.14,12.89,Medium,High,Sowing,Cypermethrin
2022,4,Cotton,Alluvial,Odisha,Zaid,557.76,14.02,Medium,Low,Sowing,Cypermethrin
2020,5,Cotton,Black,Haryana,Zaid,514.55,9.67,Medium,High,Growth,Cypermethrin
2017,6,Cotton,Black,Punjab,Kharif,1054.72,14.33,Medium,Medium,Growth,Cypermethrin
2023,7,Cotton,Red,Rajasthan,Kharif,866.25,19.73,Medium,Medium,Sowing,Cypermethrin
2025,9,Cotton,Black,Odisha,Kharif,813.42,10.57,Medium,High,Growth,Cypermethrin
2025,10,Cotton,Sandy,Assam,Kharif,1277.41,16.97,Medium,Medium,Sowing,Cypermethrin
2018,1,Cotton,Alluvial,Assam,Rabi,89.84,12.24,Medium,Medium,Growth,Cypermethrin
2020,4,Cotton,Laterite,Jharkhand,Zaid,672.03,16.03,Medium,Medium,Sowing,Cypermethrin
2018,3,Cotton,Black,Rajasthan,Rabi,198.65,14.55,Medium,High,Harvest,Cypermethrin
2017,5,Cotton,Alluvial,Telangana,Zaid,558.26,19.53,Medium,Medium,Growth,Cypermethrin
2022,5,Cotton,Laterite,West Bengal,Zaid,549.4,1.82,Medium,Medium,Harvest,Cypermethrin
2024,10,Cotton,Red,Rajasthan,Kharif,1220.03,10.35,Medium,Low,Harvest,Cypermethrin
2018,4,Cotton,Alluvial,Punjab,Zaid,788.71,5.81,Medium,Low,Growth,Cypermethrin
2024,6,Cotton,Black,Maharashtra,Kharif,695.83,17.5,Medium,High,Growth,Cypermethrin
2018,7,Cotton,Black,Gujarat,Kharif,922.5,3.25,Medium,High,Sowing,Cypermethrin
2016,9,Cotton,Laterite,Rajasthan,Kharif,1172.29,18.77,Medium,Low,Growth,Cypermethrin
2023,3,Cotton,Alluvial,West Bengal,Rabi,204.7,6.3,Medium,High,Harvest,Cypermethrin
2025,1,Cotton,Laterite,Tamil Nadu,Rabi,128.67,17.56,Medium,High,Growth,Cypermethrin
2017,10,Cotton,Black,Madhya Pradesh,Kharif,1843.23,19.99,Medium,Low,Growth,Cypermethrin
2021,3,Cotton,Black,Telangana,Rabi,359.97,4.89,Medium,High,Growth,Cypermethrin
2016,3,Cotton,Black,Odisha,Rabi,320.84,19.57,Medium,Medium,Growth,Cypermethrin
2024,12,Cotton,Black,Chhattisgarh,Rabi,439.91,13.41,Medium,High,Growth,Cypermethrin
2018,1,Cotton,Alluvial,Uttar Pradesh,Rabi,479.99,0.51,Medium,Medium,Sowing,Cypermethrin
2021,1,Cotton,Laterite,Bihar,Rabi,67.5,5.97,Medium,High,Sowing,Cypermethrin
2019,11,Cotton,Laterite,Gujarat,Rabi,327.97,17.87,Medium,High,Sowing,Cypermethrin
2021,7,Cotton,Alluvial,Assam,Kharif,1945.32,11.5,Medium,Medium,Growth,Cypermethrin
2017,7,Cotton,Red,Gujarat,Kharif,1861.88,12.1,Medium,Low,Sowing,Cypermethrin
2016,11,Cotton,Sandy,Andhra Pradesh,Rabi,463.32,18.38,Medium,Medium,Sowing,Cypermethrin
2024,1,Cotton,Laterite,Bihar,Rabi,96.49,17.09,Medium,Medium,Sowing,Cypermethrin
2017,9,Cotton,Alluvial,Tamil Nadu,Kharif,1795.5,4.63,Medium,High,Harvest,Cypermethrin
2019,3,Cotton,Alluvial,Assam,Rabi,432.23,19.1,Medium,Medium,Sowing,Cypermethrin
2025,12,Cotton,Black,Jharkhand,Rabi,458.49,19.77,Medium,Medium,Growth,Cypermethrin
2020,2,Cotton,Laterite,Kerala,Rabi,60.52,15.31,High,Low,Sowing,Cypermethrin
2022,7,Cotton,Red,Andhra Pradesh,Kharif,817.18,17.28,Medium,Medium,Harvest,Cypermethrin
2022,2,Cotton,Laterite,Gujarat,Rabi,224.65,7.6,Medium,Medium,Growth,Cypermethrin
2020,12,Cotton,Red,Jharkhand,Rabi,206.81,2.8,Medium,Medium,Growth,Cypermethrin
2018,11,Cotton,Black,Bihar,Rabi,258.78,16.26,Medium,High,Sowing,Cypermethrin
2020,9,Cotton,Sandy,Assam,Kharif,1112.54,2.1,Medium,Low,Harvest,Cypermethrin
2023,12,Cotton,Sandy,Haryana,Rabi,141.25,1.47,Medium,Medium,Growth,Cypermethrin
2024,10,Cotton,Laterite,Karnataka,Kharif,1619.98,11.62,Medium,Medium,Harvest,Cypermethrin
2016,9,Cotton,Laterite,Rajasthan,Kharif,1342.43,5.92,Medium,Medium,Harvest,Cypermethrin
2022,4,Cotton,Red,West Bengal,Zaid,368.07,16.33,Medium,Medium,Sowing,Cypermethrin
2017,4,Cotton,Alluvial,Jharkhand,Zaid,746.34,8.22,Medium,High,Growth,Cypermethrin
2023,6,Cotton,Red,Tamil Nadu,Kharif,751.14,18.1,Medium,Medium,Harvest,Cypermethrin
2018,1,Cotton,Sandy,Punjab,Rabi,166.41,14.11,Low,Medium,Growth,Cypermethrin
2024,9,Cotton,Laterite,Chhattisgarh,Kharif,949.8,1.73,Medium,Low,Harvest,Cypermethrin
2023,8,Cotton,Red,Tamil Nadu,Kharif,1519.64,17.34,Medium,Low,Sowing,Cypermethrin
2021,2,Cotton,Sandy,Telangana,Rabi,186.84,9.83,Medium,Medium,Growth,Cypermethrin
2023,1,Cotton,Sandy,Haryana,Rabi,295.34,13.39,Medium,High,Sowing,Cypermethrin
2019,11,Cotton,Black,West Bengal,Rabi,347.01,18.73,Medium,Medium,Growth,Cypermethrin
2020,2,Cotton,Alluvial,West Bengal,Rabi,194.76,6.2,Medium,Medium,Harvest,Cypermethrin
2024,3,Cotton,Alluvial,Andhra Pradesh,Rabi,112.46,14.26,Medium,Low,Harvest,Cypermethrin
2023,9,Cotton,Alluvial,West Bengal,Kharif,1718.55,13.31,Medium,High,Growth,Cypermethrin
2022,7,Cotton,Red,Maharashtra,Kharif,666.28,11.95,Medium,High,Sowing,Cypermethrin
2022,10,Cotton,Sandy,Haryana,Kharif,879.28,5.21,Medium,High,Growth,Cypermethrin
2023,6,Cotton,Black,Odisha,Kharif,1291.11,6.54,Medium,Medium,Harvest,Cypermethrin
2024,1,Cotton,Laterite,Chhattisgarh,Rabi,110.37,4.24,Medium,High,Sowing,Cypermethrin
2016,10,Cotton,Alluvial,Maharashtra,Kharif,1072.63,10.94,Medium,High,Growth,Cypermethrin
2024,5,Cotton,Sandy,Maharashtra,Zaid,469.45,10.41,Medium,Low,Harvest,Cypermethrin
2020,8,Cotton,Black,Telangana,Kharif,1376.8,9.75,Medium,Medium,Sowing,Cypermethrin
2016,5,Cotton,Black,Rajasthan,Zaid,542.49,7.09,Medium,Low,Growth,Cypermethrin
2016,5,Cotton,Alluvial,Madhya Pradesh,Zaid,355.97,7.01,Medium,High,Sowing,Cypermethrin
2025,3,Cotton,Black,Gujarat,Rabi,166.97,16.55,Medium,Medium,Growth,Cypermethrin
2023,5,Cotton,Sandy,Andhra Pradesh,Zaid,202.94,19.49,Medium,High,Sowing,Cypermethrin
2018,12,Cotton,Sandy,Maharashtra,Rabi,180.06,17.08,Medium,High,Sowing,Cypermethrin
2019,9,Cotton,Black,Karnataka,Kharif,1279.02,13.46,Medium,High,Harvest,Cypermethrin
2018,7,Cotton,Alluvial,Karnataka,Kharif,919.66,3.92,Medium,Medium,Sowing,Cypermethrin
2020,5,Cotton,Red,Uttar Pradesh,Zaid,777.53,8.22,Medium,High,Growth,Cypermethrin
2019,8,Cotton,Alluvial,Madhya Pradesh,Kharif,1652.04,5.62,Medium,Low,Growth,Cypermethrin
2020,2,Cotton,Laterite,Rajasthan,Rabi,312.23,8.22,Medium,Medium,Sowing,Cypermethrin
2023,9,Cotton,Sandy,Telangana,Kharif,1276.91,17.0,Medium,Medium,Harvest,Cypermethrin
2025,6,Cotton,Black,Kerala,Kharif,734.62,19.46,Medium,Medium,Harvest,Cypermethrin
2023,2,Cotton,Red,Odisha,Rabi,388.56,6.16,Medium,High,Sowing,Cypermethrin
2024,11,Cotton,Sandy,Gujarat,Rabi,140.76,12.72,Medium,High,Growth,Cypermethrin
2021,11,Cotton,Black,Assam,Rabi,263.0,1.34,Medium,Medium,Growth,Cypermethrin
2020,2,Cotton,Alluvial,Uttar Pradesh,Rabi,399.02,19.39,High,Low,Growth,Cypermethrin
2018,3,Cotton,Black,Rajasthan,Rabi,287.46,15.01,Medium,High,Sowing,Cypermethrin
2021,5,Cotton,Sandy,Chhattisgarh,Zaid,398.75,19.82,Medium,Medium,Harvest,Cypermethrin
2017,12,Cotton,Alluvial,Odisha,Rabi,355.19,1.62,Medium,High,Harvest,Cypermethrin
2023,4,Cotton,Sandy,Kerala,Zaid,312.19,15.45,Medium,Low,Harvest,Cypermethrin
2018,9,Cotton,Alluvial,Chhattisgarh,Kharif,1803.46,4.27,Medium,High,Harvest,Cypermethrin
2022,12,Cotton,Laterite,Maharashtra,Rabi,283.94,9.77,Medium,Low,Harvest,Cypermethrin
2023,11,Cotton,Red,Kerala,Rabi,275.47,10.8,Medium,Medium,Growth,Cypermethrin
2022,12,Cotton,Black,Chhattisgarh,Rabi,383.6,6.19,Medium,Low,Growth,Cypermethrin
2018,1,Cotton,Laterite,Telangana,Rabi,76.19,17.53,Medium,High,Sowing,Cypermethrin
2021,7,Cotton,Black,Bihar,Kharif,901.79,18.12,Medium,Medium,Sowing,Cypermethrin
2024,10,Cotton,Sandy,Bihar,Kharif,1296.64,3.47,Medium,High,Growth,Cypermethrin
2016,7,Cotton,Red,Uttar Pradesh,Kharif,743.49,17.08,Medium,Low,Sowing,Cypermethrin
2018,2,Cotton,Black,Andhra Pradesh,Rabi,69.31,2.33,Medium,High,Harvest,Cypermethrin
2020,1,Cotton,Red,Telangana,Rabi,169.37,5.95,Medium,Low,Growth,Cypermethrin
2018,9,Cotton,Alluvial,Haryana,Kharif,647.99,18.01,Medium,Medium,Growth,Cypermethrin
2025,8,Cotton,Black,Rajasthan,Kharif,1957.67,11.25,Medium,Low,Harvest,Cypermethrin
2016,5,Cotton,Sandy,Chhattisgarh,Zaid,594.26,8.51,Medium,Medium,Harvest,Cypermethrin
2024,3,Cotton,Black,Haryana,Rabi,362.59,4.15,Medium,Medium,Sowing,Cypermethrin
2018,10,Cotton,Alluvial,Tamil Nadu,Kharif,625.75,7.82,Medium,Medium,Growth,Cypermethrin
2021,9,Cotton,Black,Punjab,Kharif,770.58,17.18,Medium,High,Growth,Cypermethrin
2020,4,Cotton,Black,Punjab,Zaid,271.06,7.31,Medium,Medium,Sowing,Cypermethrin
2019,2,Cotton,Sandy,Odisha,Rabi,140.5,6.68,Medium,Low,Growth,Cypermethrin
2021,2,Cotton,Alluvial,Madhya Pradesh,Rabi,309.29,0.9,Medium,High,Harvest,Cypermethrin
2018,4,Cotton,Red,Uttar Pradesh,Zaid,501.0,16.26,Medium,Low,Growth,Cypermethrin
2018,6,Cotton,Black,Karnataka,Kharif,633.8,5.3,Medium,Low,Growth,Cypermethrin
2016,6,Cotton,Sandy,Karnataka,Kharif,1132.95,8.4,Medium,High,Growth,Cypermethrin
2017,2,Cotton,Red,Karnataka,Rabi,303.67,9.08,Medium,Low,Harvest,Cypermethrin
2017,8,Cotton,Alluvial,Gujarat,Kharif,1751.23,14.22,Medium,High,Sowing,Cypermethrin
2025,11,Cotton,Alluvial,Rajasthan,Rabi,476.65,5.02,Medium,Low,Harvest,Cypermethrin
2021,9,Cotton,Black,West Bengal,Kharif,1585.19,2.43,Medium,Low,Harvest,Cypermethrin
2018,7,Cotton,Red,Kerala,Kharif,892.88,12.34,Medium,Medium,Sowing,Cypermethrin
2022,11,Cotton,Sandy,West Bengal,Rabi,107.69,7.47,Medium,High,Harvest,Cypermethrin
2020,3,Cotton,Red,Jharkhand,Rabi,253.55,1.38,Medium,Low,Sowing,Cypermethrin
